Temps(s),U(V),Itot(A),IC(A),IRL(A)
-1.850000e-03,-174,-4.2,3.8,-8.4
-1.840000e-03,-162,-4.4,4,-8.4
-1.830000e-03,-168,-4.4,4,-8.6
-1.820000e-03,-174,-4.2,4,-8.4
-1.810000e-03,-168,-4.2,4,-8.8
-1.800000e-03,-168,-4.2,4.2,-8.6
-1.790000e-03,-162,-4,4,-8.6
-1.780000e-03,-168,-3.8,4,-8.4
-1.770000e-03,-162,-4,4.2,-8.4
-1.760000e-03,-162,-4,4.2,-8.4
-1.750000e-03,-162,-4.2,4.4,-8.6
-1.740000e-03,-162,-3.8,4.4,-8.4
-1.730000e-03,-156,-3.8,4.4,-8.2
-1.720000e-03,-162,-3.8,4.4,-8.4
-1.710000e-03,-162,-3.8,4.4,-8.6
-1.700000e-03,-162,-3.8,4.6,-8.6
-1.690000e-03,-156,-3.8,4.4,-8.6
-1.680000e-03,-150,-3.6,4.6,-8.4
-1.670000e-03,-156,-3.6,4.4,-8.6
-1.660000e-03,-150,-3.6,4.6,-8.6
-1.650000e-03,-156,-3.6,4.6,-8.4
-1.640000e-03,-150,-3.6,4.8,-8.6
-1.630000e-03,-150,-3.8,4.6,-8.4
-1.620000e-03,-156,-3.4,4.6,-8.8
-1.610000e-03,-150,-3.6,4.6,-8.4
-1.600000e-03,-150,-3.4,4.6,-8.6
-1.590000e-03,-156,-3.2,4.8,-8.6
-1.580000e-03,-144,-3.2,4.8,-8.6
-1.570000e-03,-150,-3.4,4.8,-8.6
-1.560000e-03,-150,-3.4,5,-8.6
-1.550000e-03,-150,-3.6,5,-8.6
-1.540000e-03,-144,-3.2,4.8,-8.6
-1.530000e-03,-138,-3.2,5,-8.4
-1.520000e-03,-144,-3.2,5.2,-8.8
-1.510000e-03,-138,-3.2,4.8,-8.6
-1.500000e-03,-144,-3.2,5,-8.4
-1.490000e-03,-138,-3,4.8,-8.6
-1.480000e-03,-138,-3.2,5.2,-8.2
-1.470000e-03,-138,-3.2,5.2,-8.2
-1.460000e-03,-138,-3,5,-8.6
-1.450000e-03,-138,-3.2,5.2,-8.4
-1.440000e-03,-138,-3,5.2,-8.6
-1.430000e-03,-132,-3.2,5.2,-8.2
-1.420000e-03,-132,-3,5,-8.4
-1.410000e-03,-132,-3,5,-8.4
-1.400000e-03,-132,-3,5,-8.4
-1.390000e-03,-132,-3.2,5.2,-8.4
-1.380000e-03,-132,-3,5.2,-8.4
-1.370000e-03,-132,-3,5,-8.4
-1.360000e-03,-126,-3.2,4.8,-8.4
-1.350000e-03,-126,-3,5,-8.4
-1.340000e-03,-126,-3,5,-8.4
-1.330000e-03,-132,-3,4.8,-8.4
-1.320000e-03,-126,-3.2,4.8,-8.2
-1.310000e-03,-126,-3.2,5,-8.4
-1.300000e-03,-120,-3,4.8,-8.4
-1.290000e-03,-132,-3,4.8,-8.4
-1.280000e-03,-120,-3.6,4.6,-8.6
-1.270000e-03,-114,-3.2,4.8,-8.4
-1.260000e-03,-120,-3.2,4.6,-8.2
-1.250000e-03,-120,-3,4.6,-8.6
-1.240000e-03,-114,-3.4,4.6,-8.6
-1.230000e-03,-120,-3.4,4.8,-8.4
-1.220000e-03,-120,-3.4,4.6,-8.2
-1.210000e-03,-108,-3.4,4.6,-8.4
-1.200000e-03,-114,-3.4,4.4,-8.4
-1.190000e-03,-114,-3.4,4.6,-8.2
-1.180000e-03,-108,-3.6,4.4,-8.2
-1.170000e-03,-114,-3.4,4.4,-8.2
-1.160000e-03,-108,-3.6,4.4,-8.2
-1.150000e-03,-108,-3.2,4.6,-8.2
-1.140000e-03,-114,-3.2,4.6,-8.4
-1.130000e-03,-108,-3.4,4.4,-8.2
-1.120000e-03,-108,-3.6,4.4,-8.2
-1.110000e-03,-102,-3.4,4.4,-8.2
-1.100000e-03,-108,-3.4,4.6,-8.4
-1.090000e-03,-102,-3.4,4.6,-8
-1.080000e-03,-108,-3.2,4.8,-8.2
-1.070000e-03,-102,-3.4,4.4,-8.4
-1.060000e-03,-102,-3.2,4.4,-8.2
-1.050000e-03,-102,-3.2,4.6,-8.2
-1.040000e-03,-102,-3.2,4.6,-8.2
-1.030000e-03,-96,-3.2,4.6,-8.2
-1.020000e-03,-102,-3.2,4.8,-8.2
-1.010000e-03,-96,-3,4.8,-8
-1.000000e-03,-102,-3.2,4.6,-8.2
-9.900000e-04,-96,-3.2,4.8,-8.2
-9.800000e-04,-96,-3,4.8,-8.2
-9.700000e-04,-96,-2.8,5,-8.2
-9.600000e-04,-96,-2.8,4.8,-8
-9.500000e-04,-96,-2.8,5,-8
-9.400000e-04,-96,-2.8,5,-8
-9.300000e-04,-96,-2.8,5,-8
-9.200000e-04,-84,-2.6,5.2,-8.2
-9.100000e-04,-96,-2.6,5.2,-8.2
-9.000000e-04,-90,-2.6,5.2,-8.2
-8.900000e-04,-84,-2.4,5.4,-8
-8.800000e-04,-84,-2.2,5.4,-8
-8.700000e-04,-90,-2.4,5.4,-8
-8.600000e-04,-90,-2.6,5.8,-8
-8.500000e-04,-84,-2.2,5.4,-8
-8.400000e-04,-84,-2.2,5.6,-7.8
-8.300000e-04,-84,-2.2,5.4,-8
-8.200000e-04,-78,-2,5.6,-8
-8.100000e-04,-78,-2.2,5.6,-8
-8.000000e-04,-84,-2,5.4,-8
-7.900000e-04,-78,-2,5.6,-7.8
-7.800000e-04,-78,-2,5.6,-8
-7.700000e-04,-78,-2.2,5.8,-8
-7.600000e-04,-78,-2,5.6,-8
-7.500000e-04,-78,-2,5.8,-7.8
-7.400000e-04,-78,-1.8,5.6,-7.8
-7.300000e-04,-78,-2.2,5.8,-8
-7.200000e-04,-72,-2,5.6,-7.8
-7.100000e-04,-66,-2,5.6,-8
-7.000000e-04,-66,-1.8,5.8,-7.8
-6.900000e-04,-72,-2,5.6,-7.8
-6.800000e-04,-66,-1.8,5.6,-8
-6.700000e-04,-72,-1.8,5.6,-8
-6.600000e-04,-66,-1.8,5.8,-7.8
-6.500000e-04,-66,-1.8,5.8,-7.8
-6.400000e-04,-60,-1.8,5.8,-7.6
-6.300000e-04,-60,-1.6,5.8,-7.8
-6.200000e-04,-66,-1.6,5.8,-7.6
-6.100000e-04,-60,-1.6,5.8,-7.8
-6.000000e-04,-66,-1.6,6,-7.8
-5.900000e-04,-54,-1.6,5.8,-7.8
-5.800000e-04,-60,-1.2,5.8,-7.6
-5.700000e-04,-60,-1.6,6,-7.6
-5.600000e-04,-54,-1.4,6,-7.6
-5.500000e-04,-60,-1.2,6.2,-7.6
-5.400000e-04,-48,-1.4,6.2,-7.4
-5.300000e-04,-54,-1.4,6.2,-7.6
-5.200000e-04,-54,-1.2,6,-7.8
-5.100000e-04,-48,-1.2,6.2,-7.6
-5.000000e-04,-48,-1.2,6,-7.4
-4.900000e-04,-54,-1,6,-7.6
-4.800000e-04,-48,-1.2,6.2,-7.6
-4.700000e-04,-54,-0.8,6,-7.6
-4.600000e-04,-48,-0.8,6.2,-7.6
-4.500000e-04,-42,-0.8,6.2,-7.6
-4.400000e-04,-48,-0.8,6.2,-7.6
-4.300000e-04,-42,-0.8,6.4,-7.6
-4.200000e-04,-42,-0.8,6.4,-7.4
-4.100000e-04,-36,-0.8,6.4,-7.6
-4.000000e-04,-36,-0.8,6.2,-7.8
-3.900000e-04,-48,-0.6,6.2,-7.4
-3.800000e-04,-36,-0.6,6.6,-7.6
-3.700000e-04,-42,-0.6,6.6,-7.4
-3.600000e-04,-36,-0.6,6.6,-7.4
-3.500000e-04,-36,-0.6,6.4,-7.4
-3.400000e-04,-36,-0.6,6.6,-7.6
-3.300000e-04,-36,-0.4,6.4,-7.2
-3.200000e-04,-36,-0.6,6.4,-7.2
-3.100000e-04,-36,-0.4,6.4,-7.2
-3.000000e-04,-24,-0.4,6.6,-7.2
-2.900000e-04,-30,-0.2,6.4,-7.2
-2.800000e-04,-18,-0.2,6.8,-7.2
-2.700000e-04,-24,-0.2,6.4,-7.2
-2.600000e-04,-30,-0.2,6.8,-7.2
-2.500000e-04,-24,-0.2,6.6,-7.2
-2.400000e-04,-18,-0.2,6.8,-7.2
-2.300000e-04,-18,-0.2,6.6,-7.2
-2.200000e-04,-18,-0.2,6.6,-7.2
-2.100000e-04,-18,-0.2,6.8,-7.2
-2.000000e-04,-18,0,6.6,-7.2
-1.900000e-04,-12,-0.2,6.4,-7
-1.800000e-04,-18,0,6.8,-7.2
-1.700000e-04,-12,0,7,-7.2
-1.600000e-04,-6,0,6.8,-7
-1.500000e-04,-12,0,7,-7
-1.400000e-04,-6,0.2,7,-7
-1.300000e-04,-6,0,7,-7
-1.200000e-04,-6,0,6.8,-6.8
-1.100000e-04,-6,0.2,7,-6.8
-1.000000e-04,-6,0.4,6.8,-6.8
-9.000000e-05,-6,0.2,7,-6.8
-8.000000e-05,-6,0.4,7,-6.8
-7.000000e-05,-6,0.2,7,-6.8
-6.000000e-05,-6,0.4,7,-6.8
-5.000000e-05,-6,0.2,7,-6.8
-4.000000e-05,0,0.4,7,-6.6
-3.000000e-05,0,0.4,7.2,-6.6
-2.000000e-05,0,0.6,7.2,-6.8
-1.000000e-05,0,0.4,7.2,-6.6
5.000000e-15,0,0.4,7.2,-6.6
1.000000e-05,0,0.4,7.2,-6.6
2.000000e-05,0,0.4,7,-6.6
3.000000e-05,0,0.2,7,-6.6
4.000000e-05,12,0.4,7.2,-6.6
5.000000e-05,6,0.6,7.2,-6.6
6.000000e-05,6,0.6,7,-6.4
7.000000e-05,18,0.4,6.8,-6.6
8.000000e-05,6,0.4,6.8,-6.6
9.000000e-05,6,0.6,7,-6.6
1.000000e-04,12,0.4,6.8,-6.4
1.100000e-04,12,0.4,6.8,-6.4
1.200000e-04,12,0.6,6.8,-6.6
1.300000e-04,18,0.4,6.8,-6.6
1.400000e-04,18,0.4,6.8,-6.4
1.500000e-04,12,0.4,6.6,-6.4
1.600000e-04,24,0.4,6.6,-6.4
1.700000e-04,18,0.4,6.8,-6.4
1.800000e-04,24,0.4,6.6,-6.4
1.900000e-04,18,0.6,6.8,-6.4
2.000000e-04,24,0.4,6.6,-6.2
2.100000e-04,24,0.4,6.6,-6.2
2.200000e-04,30,0.4,6.8,-6.2
2.300000e-04,24,0.6,6.6,-6.2
2.400000e-04,30,0.4,6.6,-6.2
2.500000e-04,30,0.4,6.2,-6.4
2.600000e-04,30,0.4,6.4,-6.2
2.700000e-04,30,0.4,6.4,-6.2
2.800000e-04,36,0.4,6.2,-6.2
2.900000e-04,36,0.4,6.2,-6.2
3.000000e-04,30,0.4,6.2,-6.2
3.100000e-04,36,0.2,6.4,-5.8
3.200000e-04,36,0.2,6,-6
3.300000e-04,36,0.4,6.2,-6
3.400000e-04,36,0.2,6.2,-6
3.500000e-04,42,0.2,6,-6.2
3.600000e-04,42,0.2,6,-5.8
3.700000e-04,48,0.2,6,-6
3.800000e-04,48,0.2,5.8,-5.8
3.900000e-04,42,0.2,6,-6
4.000000e-04,48,0,6,-6
4.100000e-04,48,0,5.8,-5.8
4.200000e-04,54,0.2,6,-5.8
4.300000e-04,48,0,5.8,-5.6
4.400000e-04,54,0.4,5.8,-5.8
4.500000e-04,60,0.4,5.6,-5.8
4.600000e-04,54,0.2,6,-6
4.700000e-04,48,0.2,5.8,-5.4
4.800000e-04,48,0.4,5.6,-5.6
4.900000e-04,48,0.2,5.8,-5.6
5.000000e-04,48,0.2,5.8,-5.8
5.100000e-04,54,0.4,5.6,-5.4
5.200000e-04,60,0.4,6,-5.4
5.300000e-04,60,0.4,5.8,-5.4
5.400000e-04,66,0.4,5.8,-5.6
5.500000e-04,66,0.4,5.8,-5.8
5.600000e-04,60,0.4,6,-5.4
5.700000e-04,60,0.6,6,-5.4
5.800000e-04,60,0.4,5.8,-5.2
5.900000e-04,60,0.4,5.8,-5.6
6.000000e-04,60,0.4,5.8,-5.4
6.100000e-04,72,0.4,5.8,-5.4
6.200000e-04,66,0.6,6,-5.4
6.300000e-04,66,0.6,6,-5.2
6.400000e-04,72,0.4,5.6,-5.2
6.500000e-04,78,0.6,5.6,-5.4
6.600000e-04,66,0.4,5.6,-5
6.700000e-04,66,0.6,5.8,-5.4
6.800000e-04,72,0.4,5.8,-5.2
6.900000e-04,78,0.4,5.8,-5.4
7.000000e-04,78,0.6,5.6,-5.2
7.100000e-04,78,0.4,5.6,-5
7.200000e-04,72,0.6,5.6,-4.8
7.300000e-04,72,0.6,5.4,-5
7.400000e-04,84,0.6,5.4,-5.2
7.500000e-04,78,0.4,5.6,-5
7.600000e-04,84,0.6,5.6,-5.2
7.700000e-04,78,0.4,5.6,-5
7.800000e-04,90,0.4,5.4,-5
7.900000e-04,90,0.4,5.2,-4.8
8.000000e-04,84,0.4,5.2,-5
8.100000e-04,84,0.4,5.2,-5
8.200000e-04,90,0.6,5.2,-4.8
8.300000e-04,84,0.4,5.2,-4.8
8.400000e-04,84,0.2,5,-4.8
8.500000e-04,90,0.6,5.2,-4.8
8.600000e-04,90,0.4,5.2,-5
8.700000e-04,90,0.4,5.2,-4.8
8.800000e-04,96,0.4,5.2,-4.6
8.900000e-04,102,0.4,4.8,-4.8
9.000000e-04,90,0.2,5,-4.4
9.100000e-04,96,0.4,5.2,-4.8
9.200000e-04,96,0.6,5,-4.6
9.300000e-04,90,0.4,5,-4.4
9.400000e-04,96,0.4,4.8,-4.6
9.500000e-04,102,0.4,4.8,-4.8
9.600000e-04,96,0.6,4.6,-4.4
9.700000e-04,102,0.4,4.8,-4.6
9.800000e-04,102,0.4,4.6,-4.4
9.900000e-04,102,0.4,4.6,-4.4
1.000000e-03,96,0.4,4.8,-4.4
1.010000e-03,108,0.4,4.6,-4.4
1.020000e-03,102,0.6,5,-4.4
1.030000e-03,102,0.4,5,-4.4
1.040000e-03,108,0.4,5,-4.4
1.050000e-03,108,1,4.8,-4.6
1.060000e-03,108,0.8,4.8,-4.2
1.070000e-03,108,0.4,4.8,-4.4
1.080000e-03,102,0.6,5,-4.2
1.090000e-03,108,0.4,4.8,-4.2
1.100000e-03,114,0.6,4.6,-4.2
1.110000e-03,114,0.6,4.8,-4.2
1.120000e-03,108,0.8,4.6,-4.4
1.130000e-03,114,0.8,5,-4
1.140000e-03,114,0.6,4.6,-4
1.150000e-03,114,0.6,4.6,-4
1.160000e-03,114,0.8,4.8,-3.8
1.170000e-03,120,0.6,4.8,-4
1.180000e-03,120,0.6,4.8,-4
1.190000e-03,114,0.8,4.8,-3.8
1.200000e-03,120,0.6,4.6,-4
1.210000e-03,120,0.6,4.6,-4
1.220000e-03,120,0.8,4.4,-4
1.230000e-03,126,0.6,4.8,-3.8
1.240000e-03,120,1,4.6,-4
1.250000e-03,126,0.8,4.4,-4
1.260000e-03,132,1,4.6,-3.8
1.270000e-03,132,0.6,4.8,-3.8
1.280000e-03,126,0.8,4.6,-3.8
1.290000e-03,126,0.8,4.4,-3.8
1.300000e-03,126,1,4.6,-3.8
1.310000e-03,126,0.8,4.6,-3.8
1.320000e-03,126,0.8,4.6,-3.6
1.330000e-03,132,0.8,4.4,-3.8
1.340000e-03,132,1,4.4,-3.8
1.350000e-03,132,0.8,4.6,-3.6
1.360000e-03,132,1.2,4.4,-3.6
1.370000e-03,138,0.8,4.4,-3.6
1.380000e-03,132,0.8,4.4,-3.6
1.390000e-03,138,1,4.4,-3.6
1.400000e-03,144,1,4.4,-3.6
1.410000e-03,144,0.8,4.4,-3.4
1.420000e-03,138,0.8,4.2,-3.4
1.430000e-03,138,1,4.2,-3.4
1.440000e-03,132,0.8,4.2,-3.4
1.450000e-03,138,1,4.2,-3.2
1.460000e-03,138,1,4,-3.4
1.470000e-03,144,1,4.2,-3.2
1.480000e-03,138,1,4.2,-3.4
1.490000e-03,144,1,4.4,-3.4
1.500000e-03,138,1.2,4,-3.4
1.510000e-03,144,0.8,4.2,-3.2
1.520000e-03,144,0.8,4,-3.2
1.530000e-03,144,0.8,4,-3.2
1.540000e-03,138,1,4,-3.2
1.550000e-03,150,1,4.2,-3.2
1.560000e-03,150,1.2,4,-3.2
1.570000e-03,150,1.2,4.2,-3.2
1.580000e-03,150,1,4.2,-3.2
1.590000e-03,150,0.8,4,-3.2
1.600000e-03,150,1.2,4.2,-3.2
1.610000e-03,156,1.2,4,-3
1.620000e-03,156,1.2,4,-3
1.630000e-03,156,1.2,4.2,-3
1.640000e-03,150,1.2,4,-3
1.650000e-03,150,1.2,4,-3
1.660000e-03,156,1.2,4,-2.8
1.670000e-03,150,1.2,4.2,-2.8
1.680000e-03,156,1.2,4,-3
1.690000e-03,168,1.2,4.2,-3
1.700000e-03,156,1.2,4,-2.8
1.710000e-03,156,1.2,4.4,-2.8
1.720000e-03,162,1.4,4.2,-2.8
1.730000e-03,162,1.4,4,-2.8
1.740000e-03,156,1.2,3.8,-2.6
1.750000e-03,162,1.4,4,-2.8
1.760000e-03,156,1.4,3.8,-2.6
1.770000e-03,156,1.4,4,-2.6
1.780000e-03,168,1.6,4,-2.8
1.790000e-03,168,1.4,4,-2.8
1.800000e-03,168,1.8,4,-2.8
1.810000e-03,174,1.4,3.8,-2.6
1.820000e-03,174,1.6,3.8,-2.6
1.830000e-03,168,1.6,4,-2.6
1.840000e-03,156,1.8,3.8,-2.6
1.850000e-03,168,1.6,4.2,-2.6
1.860000e-03,168,1.6,4.2,-2.4
1.870000e-03,168,1.4,3.8,-2.4
1.880000e-03,174,1.8,4,-2.6
1.890000e-03,174,2,4,-2.4
1.900000e-03,174,1.6,4,-2.4
1.910000e-03,162,1.8,4,-2.2
1.920000e-03,174,1.8,3.6,-2.4
1.930000e-03,174,2,4,-2.2
1.940000e-03,174,1.8,4,-2.4
1.950000e-03,174,1.8,4,-2
1.960000e-03,180,1.8,3.8,-2
1.970000e-03,174,1.6,3.8,-2
1.980000e-03,180,1.8,4,-2
1.990000e-03,180,1.8,3.6,-2.2
2.000000e-03,180,1.8,3.8,-2.2
2.010000e-03,180,1.8,3.8,-2
2.020000e-03,180,1.8,3.8,-2.2
2.030000e-03,180,1.8,3.6,-2
2.040000e-03,186,2,3.8,-2
2.050000e-03,180,2,3.6,-1.8
2.060000e-03,180,2,3.8,-2
2.070000e-03,180,1.8,3.8,-2
2.080000e-03,186,1.8,3.6,-1.8
2.090000e-03,186,2,3.8,-2
2.100000e-03,186,2,3.8,-2
2.110000e-03,186,2,3.8,-1.8
2.120000e-03,186,1.8,3.6,-1.8
2.130000e-03,192,2.2,4,-1.8
2.140000e-03,180,2,3.8,-1.6
2.150000e-03,186,2,4,-1.8
2.160000e-03,192,2.4,4,-1.8
2.170000e-03,192,2.4,4,-1.6
2.180000e-03,198,2.4,3.8,-1.6
2.190000e-03,192,2.4,4,-1.6
2.200000e-03,192,2.6,4,-1.6
2.210000e-03,192,2.6,4.2,-1.6
2.220000e-03,192,2.8,4,-1.4
2.230000e-03,192,2.8,4.2,-1.6
2.240000e-03,192,2.8,4.2,-1.8
2.250000e-03,192,2.8,4.4,-1.4
2.260000e-03,198,2.8,4.4,-1.2
2.270000e-03,198,3.2,4.6,-1.4
2.280000e-03,204,3.2,4.4,-1.4
2.290000e-03,198,3.2,4.8,-1.4
2.300000e-03,204,3.4,4.4,-1.2
2.310000e-03,198,3.4,4.6,-1.4
2.320000e-03,198,3.2,4.6,-1.4
2.330000e-03,204,3.4,4.8,-1.4
2.340000e-03,204,3.6,4.8,-1.4
2.350000e-03,198,3.4,4.8,-1.4
2.360000e-03,204,3.8,4.8,-1.2
2.370000e-03,204,3.8,4.8,-1
2.380000e-03,210,3.8,4.8,-1.2
2.390000e-03,210,4,5,-1.2
2.400000e-03,204,4,4.8,-1.2
2.410000e-03,210,4,4.8,-1.2
2.420000e-03,210,4,5,-1.2
2.430000e-03,210,3.8,5,-1.2
2.440000e-03,216,4.2,4.8,-1
2.450000e-03,216,4,4.8,-0.8
2.460000e-03,210,4.2,4.8,-0.8
2.470000e-03,216,4.2,5,-1
2.480000e-03,216,4.2,4.8,-1
2.490000e-03,222,4.2,4.8,-0.8
2.500000e-03,216,4.2,4.8,-1
2.510000e-03,222,4,4.8,-1
2.520000e-03,222,4,4.8,-0.6
2.530000e-03,222,4,4.4,-0.6
2.540000e-03,222,4,4.8,-0.8
2.550000e-03,222,3.8,4.6,-0.8
2.560000e-03,216,4,4.2,-0.8
2.570000e-03,216,3.8,4.4,-0.8
2.580000e-03,228,3.6,4.2,-0.6
2.590000e-03,222,3.6,4.4,-0.6
2.600000e-03,222,3.8,4.4,-0.6
2.610000e-03,228,3.6,4,-0.6
2.620000e-03,228,3.4,4.2,-0.4
2.630000e-03,228,3.4,4,-0.6
2.640000e-03,240,3.4,3.6,-0.6
2.650000e-03,222,3.4,4,-0.4
2.660000e-03,234,3.2,4,-0.4
2.670000e-03,222,3.4,3.8,-0.4
2.680000e-03,228,3.2,3.6,-0.4
2.690000e-03,234,3,3.4,-0.2
2.700000e-03,234,3.2,3.4,-0.4
2.710000e-03,234,3,3.2,-0.4
2.720000e-03,234,3,3.4,-0.2
2.730000e-03,234,3.2,3.4,-0.4
2.740000e-03,234,3,3.2,-0.2
2.750000e-03,234,3.2,3.2,-0.2
2.760000e-03,240,3,3,-0.4
2.770000e-03,246,3,3,-0.2
2.780000e-03,240,2.8,3.2,-0.2
2.790000e-03,234,3,3,-0.2
2.800000e-03,240,3.2,3.2,-0.2
2.810000e-03,240,3,3,-0.2
2.820000e-03,240,3,3,-0.2
2.830000e-03,246,3,3,0
2.840000e-03,240,3.2,3,0
2.850000e-03,240,3.4,3,-0.2
2.860000e-03,240,3.2,3,0
2.870000e-03,240,3.4,3.2,0
2.880000e-03,246,3.2,3.2,0
2.890000e-03,246,3.4,3.2,0
2.900000e-03,240,3.2,3.2,0.2
2.910000e-03,246,3.4,3.2,0
2.920000e-03,246,3.4,3.4,0
2.930000e-03,246,3.6,3.2,0
2.940000e-03,246,3.8,3.2,0.2
2.950000e-03,246,3.8,3.4,0.2
2.960000e-03,252,3.8,3.4,0
2.970000e-03,252,3.8,3.4,0.2
2.980000e-03,252,4,3.8,0.2
2.990000e-03,252,4,3.4,0.2
3.000000e-03,252,4,3.8,0
3.010000e-03,252,4.2,3.6,0.4
3.020000e-03,252,4.2,3.6,0.2
3.030000e-03,252,4.4,3.6,0.2
3.040000e-03,252,4.4,3.8,0.2
3.050000e-03,252,4.6,3.8,0.2
3.060000e-03,252,4.4,3.6,0.4
3.070000e-03,270,4.6,3.8,0.4
3.080000e-03,258,4.6,3.8,0.4
3.090000e-03,252,4.6,3.8,0.4
3.100000e-03,258,4.8,3.8,0.4
3.110000e-03,264,4.6,4,0.4
3.120000e-03,264,4.8,3.8,0.4
3.130000e-03,264,4.8,3.8,0.8
3.140000e-03,264,4.8,4,0.8
3.150000e-03,264,4.8,4,0.6
3.160000e-03,258,4.8,3.8,0.8
3.170000e-03,264,5,4,0.6
3.180000e-03,258,4.8,3.8,1
3.190000e-03,270,4.8,3.8,0.6
3.200000e-03,270,5,4,0.6
3.210000e-03,264,5,4,0.8
3.220000e-03,264,5,3.8,0.8
3.230000e-03,264,5,3.8,1
3.240000e-03,270,5,3.8,1
3.250000e-03,270,5,3.8,0.8
3.260000e-03,270,5,3.6,0.8
3.270000e-03,270,5,3.6,0.8
3.280000e-03,276,5,3.8,1
3.290000e-03,270,5,3.6,1
3.300000e-03,276,5.2,3.6,1
3.310000e-03,276,5,3.8,1
3.320000e-03,276,5,3.2,1
3.330000e-03,276,5.2,3.6,1.2
3.340000e-03,276,5.2,3.4,1.2
3.350000e-03,282,5,3.6,1.4
3.360000e-03,282,5.2,3.4,1.2
3.370000e-03,282,5,3.6,1.4
3.380000e-03,276,5,3.2,1.2
3.390000e-03,282,5.2,3.6,1.4
3.400000e-03,276,5,3.2,1.4
3.410000e-03,282,5,3.4,1.4
3.420000e-03,276,5,3.6,1.2
3.430000e-03,276,5,3.4,1.2
3.440000e-03,288,5,3.2,1.4
3.450000e-03,288,5.2,3.2,1.6
3.460000e-03,282,5,3.4,1.4
3.470000e-03,282,5,3.2,1.2
3.480000e-03,282,5,3,1.6
3.490000e-03,282,5,3.2,1.4
3.500000e-03,288,5,3.2,1.6
3.510000e-03,282,5,2.8,1.4
3.520000e-03,288,4.8,3,1.8
3.530000e-03,288,5,3,1.8
3.540000e-03,282,5,3,1.6
3.550000e-03,288,5,2.8,1.8
3.560000e-03,288,5,3,1.8
3.570000e-03,288,5.2,3,1.8
3.580000e-03,288,4.8,2.8,1.8
3.590000e-03,294,5,3,1.8
3.600000e-03,288,5,2.6,1.8
3.610000e-03,282,4.8,2.6,2
3.620000e-03,288,4.8,2.8,2
3.630000e-03,288,5,2.6,2
3.640000e-03,288,4.6,2.8,2
3.650000e-03,288,4.8,2.6,2
3.660000e-03,288,4.8,2.6,2
3.670000e-03,294,5,2.4,2.2
3.680000e-03,300,4.8,2.6,2.2
3.690000e-03,300,4.8,2.4,2.2
3.700000e-03,294,4.6,2.4,2.2
3.710000e-03,294,4.8,2.4,2
3.720000e-03,300,4.8,2.2,2.2
3.730000e-03,294,4.8,2.4,2
3.740000e-03,294,4.8,2.6,2.2
3.750000e-03,300,5,2.2,2.4
3.760000e-03,294,4.6,2.4,2.4
3.770000e-03,300,4.8,2.2,2.4
3.780000e-03,294,4.8,2,2.4
3.790000e-03,294,4.8,2.2,2.2
3.800000e-03,300,4.8,2,2.4
3.810000e-03,300,4.8,2,2.4
3.820000e-03,300,4.8,2,2.8
3.830000e-03,306,4.6,1.8,2.4
3.840000e-03,300,4.8,1.8,2.4
3.850000e-03,306,4.6,1.8,2.4
3.860000e-03,300,4.4,1.8,2.4
3.870000e-03,306,4.6,2,2.6
3.880000e-03,306,4.8,1.6,2.4
3.890000e-03,300,4.6,1.6,2.6
3.900000e-03,306,4.6,1.6,2.6
3.910000e-03,300,4.6,1.6,2.8
3.920000e-03,300,4.6,1.4,2.6
3.930000e-03,306,4.6,1.6,3
3.940000e-03,300,4.2,1.4,3
3.950000e-03,312,4.4,1.2,2.6
3.960000e-03,306,4.4,1.4,2.8
3.970000e-03,300,4.2,1.2,2.8
3.980000e-03,306,4.4,1.2,2.8
3.990000e-03,306,4.4,1,2.8
4.000000e-03,306,4.2,1,2.8
4.010000e-03,306,4,0.8,2.8
4.020000e-03,306,4.2,0.8,3
4.030000e-03,312,4,0.8,3
4.040000e-03,312,4,0.6,3
4.050000e-03,312,3.8,0.8,3.2
4.060000e-03,306,3.6,0.6,3.2
4.070000e-03,306,3.8,0.8,3
4.080000e-03,306,4,0.6,3
4.090000e-03,300,3.8,0.4,3
4.100000e-03,312,3.8,0.4,3.2
4.110000e-03,306,3.6,0.4,3
4.120000e-03,306,3.8,0.2,3.2
4.130000e-03,306,3.6,0.4,3.2
4.140000e-03,312,3.8,0.4,3.2
4.150000e-03,300,3.8,0.2,3
4.160000e-03,306,3.6,0.4,3
4.170000e-03,312,3.6,0.2,3.2
4.180000e-03,312,3.6,0.4,3.4
4.190000e-03,312,3.8,0,3.4
4.200000e-03,312,3.6,0,3.4
4.210000e-03,312,3.6,0,3.2
4.220000e-03,312,3.6,0,3.4
4.230000e-03,318,3.6,0,3
4.240000e-03,318,3.8,0,3.2
4.250000e-03,306,3.6,0,3.4
4.260000e-03,312,3.6,0,3.4
4.270000e-03,306,3.6,-0.2,3.4
4.280000e-03,312,3.8,0,3.4
4.290000e-03,300,3.8,0.2,3.4
4.300000e-03,312,3.8,0.2,3.6
4.310000e-03,306,4,0,3.4
4.320000e-03,312,3.8,0.2,3.4
4.330000e-03,312,3.8,0,3.6
4.340000e-03,312,4,0,3.6
4.350000e-03,312,4,0,3.6
4.360000e-03,312,4.2,0.4,3.6
4.370000e-03,306,4.2,0,3.8
4.380000e-03,318,4,0.2,3.6
4.390000e-03,312,4.2,0,3.6
4.400000e-03,312,4,0.2,3.4
