Temps(s),U(V),Itot(A),IC(A),IRL(A)
3.448000e-02,-312,-5,-1,-4.4
3.449000e-02,-318,-5.6,-1,-4.2
3.450000e-02,-312,-5,-0.6,-4.2
3.451000e-02,-312,-5.4,-1,-4
3.452000e-02,-312,-5.2,-1,-4.2
3.453000e-02,-306,-5.2,-1,-4.4
3.454000e-02,-312,-5.2,-0.8,-4.4
3.455000e-02,-312,-5.2,-0.8,-4.4
3.456000e-02,-318,-5.4,-1,-4.2
3.457000e-02,-312,-5.4,-1,-4.4
3.458000e-02,-306,-5.2,-1,-4.4
3.459000e-02,-312,-5.4,-1,-4.4
3.460000e-02,-318,-5.4,-1,-4.4
3.461000e-02,-318,-5.2,-0.8,-4.6
3.462000e-02,-312,-5.4,-1,-4.4
3.463000e-02,-312,-5.4,-1,-4.6
3.464000e-02,-312,-5.4,-1,-4.8
3.465000e-02,-312,-5.6,-0.8,-4.6
3.466000e-02,-306,-5.4,-0.8,-4.8
3.467000e-02,-318,-5.4,-0.8,-4.8
3.468000e-02,-312,-5.4,-0.8,-4.8
3.469000e-02,-318,-5.6,-0.8,-4.6
3.470000e-02,-318,-5.4,-0.8,-5
3.471000e-02,-312,-5.6,-0.8,-5
3.472000e-02,-312,-5.6,-1,-4.8
3.473000e-02,-318,-5.6,-0.8,-4.8
3.474000e-02,-312,-5.4,-0.6,-5
3.475000e-02,-318,-5.6,-0.8,-4.8
3.476000e-02,-306,-5.6,-0.8,-4.8
3.477000e-02,-312,-5.8,-0.8,-4.8
3.478000e-02,-318,-5.6,-0.8,-4.8
3.479000e-02,-312,-5.6,-0.6,-5
3.480000e-02,-306,-5.6,-0.6,-5.2
3.481000e-02,-318,-5.6,-0.4,-5.2
3.482000e-02,-318,-5.6,-0.6,-5
3.483000e-02,-318,-5.4,-0.6,-4.6
3.484000e-02,-312,-5.6,-0.4,-4.8
3.485000e-02,-318,-5.6,-0.4,-5
3.486000e-02,-318,-5.4,-0.4,-5.2
3.487000e-02,-318,-5.6,-0.4,-5.2
3.488000e-02,-312,-5.6,-0.6,-5.2
3.489000e-02,-312,-5.6,-0.6,-5.2
3.490000e-02,-312,-5.4,-0.4,-5.2
3.491000e-02,-312,-5.6,-0.4,-5.2
3.492000e-02,-318,-5.8,-0.4,-5.2
3.493000e-02,-318,-5.6,-0.2,-5.2
3.494000e-02,-312,-5.8,-0.4,-5
3.495000e-02,-318,-5.8,-0.6,-5.2
3.496000e-02,-312,-5.6,-0.4,-5.2
3.497000e-02,-312,-5.8,-0.2,-5.2
3.498000e-02,-318,-5.8,-0.4,-5.2
3.499000e-02,-318,-5.6,-0.4,-5.4
3.500000e-02,-312,-5.6,-0.6,-5.4
3.501000e-02,-306,-5.6,-0.4,-5.2
3.502000e-02,-318,-5.6,-0.4,-5.2
3.503000e-02,-318,-5.6,-0.2,-5.4
3.504000e-02,-312,-5.8,-0.4,-5.4
3.505000e-02,-318,-5.8,-0.2,-5.8
3.506000e-02,-306,-5.4,-0.2,-5.4
3.507000e-02,-312,-5.6,-0.2,-5.6
3.508000e-02,-306,-5.6,-0.2,-5.6
3.509000e-02,-306,-6,-0.2,-5.6
3.510000e-02,-318,-5.8,-0.4,-5.6
3.511000e-02,-312,-5.8,-0.2,-5.8
3.512000e-02,-312,-5.6,-0.2,-5.4
3.513000e-02,-312,-5.8,-0.2,-5.8
3.514000e-02,-318,-5.8,-0.2,-5.6
3.515000e-02,-318,-5.6,-0.2,-5.8
3.516000e-02,-318,-5.8,-0.2,-5.6
3.517000e-02,-318,-5.8,-0.2,-5.8
3.518000e-02,-312,-5.8,-0.2,-5.6
3.519000e-02,-312,-6,-0.2,-5.8
3.520000e-02,-312,-5.8,-0.2,-5.8
3.521000e-02,-318,-6,0,-5.8
3.522000e-02,-318,-5.8,-0.2,-6
3.523000e-02,-306,-5.8,-0.2,-5.8
3.524000e-02,-312,-6,-0.2,-6
3.525000e-02,-312,-5.8,-0.2,-5.8
3.526000e-02,-312,-6,0,-5.8
3.527000e-02,-312,-6,0,-5.8
3.528000e-02,-312,-6,0,-5.8
3.529000e-02,-312,-6,0,-6
3.530000e-02,-312,-6,0,-5.8
3.531000e-02,-324,-6,0,-6.2
3.532000e-02,-312,-6,0,-6.2
3.533000e-02,-312,-6,0,-6.2
3.534000e-02,-312,-5.8,0,-6
3.535000e-02,-312,-6.2,0,-6
3.536000e-02,-312,-6,0,-6.2
3.537000e-02,-312,-6,0.2,-6.2
3.538000e-02,-306,-6,0.2,-6.2
3.539000e-02,-318,-6,0,-6.2
3.540000e-02,-312,-6,0,-6.2
3.541000e-02,-318,-6,0,-6.2
3.542000e-02,-312,-6,0,-6.2
3.543000e-02,-306,-6,0.2,-6
3.544000e-02,-312,-6,0.2,-6
3.545000e-02,-312,-6.2,0,-6.4
3.546000e-02,-312,-6,0,-6.2
3.547000e-02,-306,-6,0.2,-6.4
3.548000e-02,-312,-6,0.2,-6.4
3.549000e-02,-318,-6.2,0.2,-6.4
3.550000e-02,-312,-6.2,0.2,-6.4
3.551000e-02,-318,-6.2,0.2,-6.2
3.552000e-02,-318,-6,0.2,-6.4
3.553000e-02,-312,-6.2,0.4,-6.4
3.554000e-02,-312,-6,0,-6.4
3.555000e-02,-312,-6,0.2,-6.4
3.556000e-02,-300,-6.2,0.2,-6.4
3.557000e-02,-318,-6,0.2,-6.4
3.558000e-02,-312,-5.8,0.4,-6.6
3.559000e-02,-318,-6,0.4,-6.6
3.560000e-02,-312,-6,0.2,-6.6
3.561000e-02,-306,-6.2,0.2,-6.4
3.562000e-02,-318,-6,0.4,-6.6
3.563000e-02,-312,-6.2,0.4,-6.8
3.564000e-02,-312,-6.2,0.4,-6.6
3.565000e-02,-306,-6.2,0,-6.6
3.566000e-02,-312,-6.2,0.4,-6.6
3.567000e-02,-312,-6.2,0.4,-6.8
3.568000e-02,-306,-6.2,0.4,-6.4
3.569000e-02,-306,-6.2,0.4,-6.6
3.570000e-02,-312,-6.2,0.4,-6.6
3.571000e-02,-312,-6.2,0.4,-7
3.572000e-02,-300,-6.2,0.4,-6.8
3.573000e-02,-312,-6.4,0.4,-6.8
3.574000e-02,-306,-6.2,0.4,-6.8
3.575000e-02,-306,-6.2,0.6,-6.8
3.576000e-02,-306,-6.2,0.4,-6.8
3.577000e-02,-312,-6.2,0.4,-6.8
3.578000e-02,-312,-6.2,0.6,-6.6
3.579000e-02,-306,-6.2,0.6,-7
3.580000e-02,-306,-6,0.6,-6.8
3.581000e-02,-312,-6.2,0.4,-6.8
3.582000e-02,-306,-6,0.8,-7
3.583000e-02,-312,-6,0.6,-6.8
3.584000e-02,-312,-6,0.8,-6.8
3.585000e-02,-306,-5.8,0.8,-6.8
3.586000e-02,-306,-6,0.8,-7
3.587000e-02,-312,-6,0.8,-7
3.588000e-02,-306,-6,1,-7
3.589000e-02,-300,-5.8,0.8,-7.2
3.590000e-02,-300,-5.6,1,-7
3.591000e-02,-300,-5.8,1.2,-7
3.592000e-02,-300,-5.8,1,-7
3.593000e-02,-300,-5.6,1.2,-7.2
3.594000e-02,-300,-5.8,1.4,-7.2
3.595000e-02,-306,-5.8,1.2,-7
3.596000e-02,-300,-5.6,1.4,-7
3.597000e-02,-306,-5.4,1.4,-7.2
3.598000e-02,-306,-5.4,1.6,-7.2
3.599000e-02,-306,-5.4,1.8,-7.2
3.600000e-02,-306,-5.4,1.6,-7
3.601000e-02,-300,-5.6,1.6,-7
3.602000e-02,-294,-5.4,1.8,-7.4
3.603000e-02,-300,-5.4,2,-7.2
3.604000e-02,-300,-5.2,1.6,-7.4
3.605000e-02,-300,-5,1.8,-7
3.606000e-02,-300,-5,2,-7.2
3.607000e-02,-294,-5.2,2,-7.2
3.608000e-02,-300,-5,2.2,-7.2
3.609000e-02,-300,-5.2,1.8,-7.4
3.610000e-02,-294,-5.2,2.2,-7.2
3.611000e-02,-300,-5,2.2,-7.2
3.612000e-02,-294,-5,1.8,-7.4
3.613000e-02,-306,-5,2.2,-7.6
3.614000e-02,-306,-5,2.2,-7.2
3.615000e-02,-294,-5.2,2.2,-7.4
3.616000e-02,-294,-5,2.4,-7.6
3.617000e-02,-294,-5,2.2,-7.6
3.618000e-02,-300,-5,2.4,-7.6
3.619000e-02,-300,-5,2.2,-7.4
3.620000e-02,-300,-5,2.2,-7.4
3.621000e-02,-294,-5,2.4,-7.6
3.622000e-02,-300,-5.2,2.2,-7.6
3.623000e-02,-294,-5,2.2,-7.4
3.624000e-02,-288,-5,2.2,-7.6
3.625000e-02,-288,-5.2,2.2,-7.4
3.626000e-02,-294,-5.2,2.2,-7.8
3.627000e-02,-288,-5.2,2.2,-7.6
3.628000e-02,-288,-5,2,-7.4
3.629000e-02,-294,-5.2,2.2,-7.4
3.630000e-02,-288,-5.4,2.2,-7.6
3.631000e-02,-294,-5.4,2.2,-7.8
3.632000e-02,-288,-5.2,2,-8
3.633000e-02,-288,-5.2,2.2,-7.6
3.634000e-02,-282,-5.6,2.2,-7.8
3.635000e-02,-288,-5.4,2,-7.6
3.636000e-02,-282,-5.4,2.2,-7.8
3.637000e-02,-288,-5.4,2.2,-7.8
3.638000e-02,-282,-5.4,2.4,-7.8
3.639000e-02,-294,-5.2,2,-8
3.640000e-02,-282,-5.2,2.2,-8
3.641000e-02,-288,-5.4,2.2,-7.8
3.642000e-02,-282,-5.2,2.2,-7.6
3.643000e-02,-288,-5.2,2.4,-7.6
3.644000e-02,-270,-5.4,2.2,-7.8
3.645000e-02,-276,-5.2,2.4,-7.8
3.646000e-02,-282,-5.2,2.4,-7.8
3.647000e-02,-282,-5.4,2.4,-7.8
3.648000e-02,-288,-5,2.8,-7.8
3.649000e-02,-282,-5,2.4,-7.8
3.650000e-02,-282,-5.2,2.6,-7.8
3.651000e-02,-282,-5.2,2.6,-8
3.652000e-02,-276,-5,2.6,-7.8
3.653000e-02,-276,-5,2.6,-8
3.654000e-02,-276,-4.8,2.8,-7.8
3.655000e-02,-282,-4.6,2.6,-8
3.656000e-02,-282,-5.2,2.8,-8
3.657000e-02,-276,-4.8,3,-8
3.658000e-02,-276,-4.8,3,-7.8
3.659000e-02,-276,-4.8,3,-8
3.660000e-02,-276,-4.6,3,-8
3.661000e-02,-270,-4.8,3,-7.8
3.662000e-02,-276,-4.8,3,-7.8
3.663000e-02,-276,-4.6,3.2,-8
3.664000e-02,-276,-4.4,3,-8
3.665000e-02,-276,-4.4,3.2,-7.8
3.666000e-02,-276,-4.6,3.2,-8
3.667000e-02,-276,-4.4,3.2,-7.8
3.668000e-02,-270,-4.4,3.4,-8.2
3.669000e-02,-270,-4.4,3.4,-7.8
3.670000e-02,-264,-4.6,3.4,-8.2
3.671000e-02,-270,-4.4,3.4,-8
3.672000e-02,-270,-4.2,3.4,-8
3.673000e-02,-270,-4.4,3.4,-8.2
3.674000e-02,-270,-4.4,3.4,-7.8
3.675000e-02,-276,-4.2,3.6,-8.4
3.676000e-02,-264,-4.4,3.6,-8.2
3.677000e-02,-270,-4.2,3.6,-8
3.678000e-02,-264,-4.2,3.6,-8
3.679000e-02,-258,-4.4,4,-8.2
3.680000e-02,-258,-4.2,3.4,-8.2
3.681000e-02,-258,-4.2,3.8,-8.2
3.682000e-02,-258,-4,3.8,-8.2
3.683000e-02,-270,-4,3.8,-8
3.684000e-02,-258,-4,4,-8.2
3.685000e-02,-264,-4,3.8,-8.2
3.686000e-02,-258,-4.2,3.6,-8.2
3.687000e-02,-264,-4.2,3.8,-8.4
3.688000e-02,-258,-3.8,3.8,-8.4
3.689000e-02,-258,-4,4,-8
3.690000e-02,-252,-4,3.6,-8.2
3.691000e-02,-258,-4,3.8,-8.2
3.692000e-02,-258,-4.2,4,-8.4
3.693000e-02,-252,-4.2,3.8,-8.2
3.694000e-02,-252,-4.2,3.8,-8.2
3.695000e-02,-252,-4.2,3.4,-8.2
3.696000e-02,-252,-4.6,3.6,-8.4
3.697000e-02,-252,-4.2,3.8,-8
3.698000e-02,-246,-4.4,3.6,-8.4
3.699000e-02,-252,-4.4,3.6,-8.2
3.700000e-02,-246,-4.4,3.8,-8.2
3.701000e-02,-246,-4.4,3.6,-8.4
3.702000e-02,-240,-4.4,3.6,-8.2
3.703000e-02,-252,-4.4,3.6,-8
3.704000e-02,-252,-4.2,3.8,-8
3.705000e-02,-246,-4.4,3.6,-8.2
3.706000e-02,-240,-4.4,3.8,-8.4
3.707000e-02,-246,-4.4,3.6,-8.2
3.708000e-02,-246,-4.4,3.4,-8.2
3.709000e-02,-246,-4.6,3.8,-8.4
3.710000e-02,-240,-4.4,3.4,-8.4
3.711000e-02,-240,-4.6,3.6,-8.2
3.712000e-02,-240,-4.6,3.6,-8.2
3.713000e-02,-234,-4.6,3.6,-8.4
3.714000e-02,-240,-4.6,3.6,-8.4
3.715000e-02,-234,-4.6,3.4,-8.2
3.716000e-02,-234,-4.6,3.6,-8.4
3.717000e-02,-240,-4.4,3.4,-8.4
3.718000e-02,-234,-4.8,3.4,-8.4
3.719000e-02,-240,-4.8,3.6,-8.2
3.720000e-02,-228,-4.8,3.6,-8.4
3.721000e-02,-234,-4.8,3.4,-8.4
3.722000e-02,-240,-4.8,3.6,-8.4
3.723000e-02,-228,-4.6,3.2,-8.2
3.724000e-02,-228,-4.8,3.6,-8.6
3.725000e-02,-234,-4.6,3.4,-8.6
3.726000e-02,-234,-4.6,3.6,-8.6
3.727000e-02,-234,-4.6,3.6,-8.6
3.728000e-02,-234,-4.6,3.6,-8.4
3.729000e-02,-228,-4.8,3.4,-8.4
3.730000e-02,-234,-4.8,3.2,-8.2
3.731000e-02,-222,-4.8,3.6,-8.4
3.732000e-02,-234,-4.8,3.6,-8.4
3.733000e-02,-228,-4.8,3.6,-8.6
3.734000e-02,-228,-4.4,3.6,-8.4
3.735000e-02,-234,-4.6,3.8,-8.6
3.736000e-02,-228,-4.6,3.8,-8.6
3.737000e-02,-222,-4.4,3.6,-8.6
3.738000e-02,-222,-4.4,3.6,-8.6
3.739000e-02,-228,-4.6,3.8,-8.6
3.740000e-02,-222,-4.4,4,-8.4
3.741000e-02,-228,-4.2,3.8,-8.6
3.742000e-02,-216,-4.6,4,-8.4
3.743000e-02,-216,-4.2,3.8,-8.6
3.744000e-02,-228,-4.2,3.8,-8.6
3.745000e-02,-222,-4.4,3.8,-8.6
3.746000e-02,-222,-4,4.2,-8.6
3.747000e-02,-216,-4,4,-8.6
3.748000e-02,-210,-4,4.4,-8.6
3.749000e-02,-216,-4,4.4,-8.6
3.750000e-02,-210,-4.2,4,-8.6
3.751000e-02,-210,-4,4.6,-8.6
3.752000e-02,-210,-3.8,4.2,-8.4
3.753000e-02,-210,-3.8,4.4,-8.6
3.754000e-02,-216,-3.6,4.4,-8.6
3.755000e-02,-204,-3.8,4.4,-8.6
3.756000e-02,-210,-3.6,4.8,-8.6
3.757000e-02,-210,-3.8,4.6,-8.6
3.758000e-02,-210,-3.8,4.6,-8.6
3.759000e-02,-210,-3.8,4.6,-8.4
3.760000e-02,-210,-3.6,4.6,-8.6
3.761000e-02,-210,-3.6,4.6,-8.8
3.762000e-02,-210,-3.6,4.6,-8.4
3.763000e-02,-204,-3.8,4.6,-8.4
3.764000e-02,-204,-3.6,4.8,-8.6
3.765000e-02,-204,-3.8,4.6,-8.4
3.766000e-02,-204,-4,4.4,-8.6
3.767000e-02,-204,-3.6,4.6,-8.8
3.768000e-02,-198,-3.8,4.4,-8.4
3.769000e-02,-204,-3.8,4.6,-8.6
3.770000e-02,-198,-3.8,4.4,-8.4
3.771000e-02,-198,-3.6,4.2,-8.6
3.772000e-02,-198,-3.6,4.6,-8.6
3.773000e-02,-198,-3.8,4.4,-8.6
3.774000e-02,-198,-3.8,4.2,-8.2
3.775000e-02,-204,-4,4.4,-8.6
3.776000e-02,-192,-3.8,4.2,-8.8
3.777000e-02,-198,-4,4.4,-8.6
3.778000e-02,-192,-4,4.2,-8.6
3.779000e-02,-192,-4.2,4.2,-8.6
3.780000e-02,-192,-4.2,4.2,-8.6
3.781000e-02,-192,-4.4,4.2,-8.6
3.782000e-02,-192,-4,4,-8.6
3.783000e-02,-192,-4,4.2,-8.6
3.784000e-02,-192,-4.4,4,-8.6
3.785000e-02,-186,-4.4,3.8,-8.8
3.786000e-02,-186,-4.2,3.8,-8.6
3.787000e-02,-180,-4.2,4,-8.4
3.788000e-02,-192,-4.4,4,-8.6
3.789000e-02,-186,-4.4,4,-8.6
3.790000e-02,-186,-4.4,3.8,-8.4
3.791000e-02,-186,-4.2,3.8,-8.6
3.792000e-02,-180,-4.4,3.8,-8.6
3.793000e-02,-180,-4.4,4.2,-8.4
3.794000e-02,-180,-4.6,3.8,-8.6
3.795000e-02,-180,-4.4,4,-8.4
3.796000e-02,-180,-4.6,4,-8.4
3.797000e-02,-186,-4.6,3.8,-8.6
3.798000e-02,-186,-4.6,3.8,-8.6
3.799000e-02,-180,-4.6,3.8,-8.6
3.800000e-02,-174,-4.4,3.8,-8.6
3.801000e-02,-186,-4.6,4,-8.6
3.802000e-02,-180,-4.2,3.8,-8.6
3.803000e-02,-174,-4.4,3.6,-8.6
3.804000e-02,-174,-4.6,3.6,-8.6
3.805000e-02,-174,-4.4,4,-8.6
3.806000e-02,-174,-4.4,4,-8.4
3.807000e-02,-174,-4.4,3.8,-8.6
3.808000e-02,-168,-4.4,3.6,-8.4
3.809000e-02,-174,-4.6,4,-8.4
3.810000e-02,-174,-4.6,4,-8.6
3.811000e-02,-168,-4.4,3.6,-8.8
3.812000e-02,-168,-4.4,3.8,-8.6
3.813000e-02,-168,-4.2,4.2,-8.6
3.814000e-02,-168,-4.2,4,-8.6
3.815000e-02,-168,-4.4,4.4,-8.6
3.816000e-02,-168,-4.2,4,-8.4
3.817000e-02,-168,-4,4.2,-8.6
3.818000e-02,-168,-4,4.2,-8.6
3.819000e-02,-162,-4,4.2,-8.4
3.820000e-02,-156,-4,4.2,-8.4
3.821000e-02,-162,-4,4.2,-8.8
3.822000e-02,-174,-3.8,4.2,-8.6
3.823000e-02,-162,-3.8,4.4,-8.6
3.824000e-02,-156,-3.8,4.4,-8.4
3.825000e-02,-162,-3.8,4.4,-8.8
3.826000e-02,-156,-3.8,4.6,-8.8
3.827000e-02,-156,-3.8,4.6,-8.6
3.828000e-02,-156,-3.6,4.4,-8.6
3.829000e-02,-162,-3.8,4.8,-8.6
3.830000e-02,-156,-3.6,4.6,-8.6
3.831000e-02,-162,-3.6,4.6,-8.4
3.832000e-02,-156,-3.6,4.6,-8.6
3.833000e-02,-150,-3.4,4.6,-8.4
3.834000e-02,-156,-3.4,4.6,-8.8
3.835000e-02,-150,-3.6,4.8,-8.4
3.836000e-02,-150,-3.4,4.8,-8.4
3.837000e-02,-144,-3.6,4.8,-8.6
3.838000e-02,-150,-3.4,4.8,-8.6
3.839000e-02,-150,-3.2,4.8,-8.4
3.840000e-02,-150,-3.4,4.8,-8.4
3.841000e-02,-150,-3.2,5,-8.8
3.842000e-02,-144,-3.2,5,-8.8
3.843000e-02,-138,-3.2,5,-8.4
3.844000e-02,-150,-3.2,5,-8.6
3.845000e-02,-138,-3.2,5,-8.6
3.846000e-02,-138,-3.2,5.2,-8.6
3.847000e-02,-138,-3.2,5,-8.4
3.848000e-02,-138,-3.2,5,-8.4
3.849000e-02,-138,-2.8,5,-8.4
3.850000e-02,-132,-3,5,-8.4
3.851000e-02,-144,-3.2,5,-8.4
3.852000e-02,-132,-3,5.2,-8.2
3.853000e-02,-132,-2.8,5,-8.4
3.854000e-02,-132,-2.8,5.4,-8.4
3.855000e-02,-138,-3,4.8,-8.4
3.856000e-02,-132,-3,5.2,-8.6
3.857000e-02,-138,-2.8,5.2,-8.6
3.858000e-02,-120,-2.8,5,-8.6
3.859000e-02,-132,-2.8,5.2,-8.6
3.860000e-02,-126,-3,5.2,-8.6
3.861000e-02,-126,-3,5,-8.2
3.862000e-02,-126,-3,5,-8.2
3.863000e-02,-126,-3.2,5,-8.2
3.864000e-02,-120,-3,5,-8.4
3.865000e-02,-126,-3,5,-8.4
3.866000e-02,-126,-3.2,5,-8.4
3.867000e-02,-120,-3.4,4.8,-8.4
3.868000e-02,-114,-3.2,4.6,-8.2
3.869000e-02,-126,-3.2,4.6,-8.4
3.870000e-02,-114,-3.4,4.6,-8.2
3.871000e-02,-120,-3.2,4.6,-8.2
3.872000e-02,-126,-3.4,4.6,-8.4
3.873000e-02,-114,-3.4,4.6,-8.4
3.874000e-02,-120,-3.6,4.6,-8.4
3.875000e-02,-120,-3.4,4.8,-8.2
3.876000e-02,-114,-3.4,4.6,-8.4
3.877000e-02,-114,-3.4,4.6,-8.2
3.878000e-02,-114,-3.6,4.4,-8.4
3.879000e-02,-108,-3.4,4.4,-8.2
3.880000e-02,-114,-3.4,4.4,-8.2
3.881000e-02,-114,-3.6,4.4,-8.2
3.882000e-02,-102,-3.6,4.2,-8.4
3.883000e-02,-108,-3.6,4.2,-8
3.884000e-02,-108,-3.6,4.2,-8.2
3.885000e-02,-108,-3.4,4.4,-8.4
3.886000e-02,-102,-3.6,4.2,-8.4
3.887000e-02,-102,-3.4,4.4,-8.2
3.888000e-02,-108,-3.6,4.4,-8.2
3.889000e-02,-102,-3.4,4.6,-8.2
3.890000e-02,-102,-3.4,4.4,-8
3.891000e-02,-102,-3.4,4.4,-8.2
3.892000e-02,-102,-3.2,4.4,-8
3.893000e-02,-102,-3.2,4.2,-8.2
3.894000e-02,-96,-3.2,4.6,-8.2
3.895000e-02,-102,-3.2,4.4,-8
3.896000e-02,-96,-3.2,4.8,-8
3.897000e-02,-96,-3.2,4.8,-8
3.898000e-02,-96,-3,4.8,-8
3.899000e-02,-102,-3.2,4.8,-8
3.900000e-02,-96,-2.8,5,-8.2
3.901000e-02,-90,-3,5,-8
3.902000e-02,-96,-2.8,5.2,-8.2
3.903000e-02,-96,-2.8,5,-7.8
3.904000e-02,-90,-2.6,5,-8
3.905000e-02,-90,-2.6,5.4,-8
3.906000e-02,-90,-2.4,5.4,-7.8
3.907000e-02,-90,-2.4,5.4,-8
3.908000e-02,-96,-2.6,5.4,-8
3.909000e-02,-90,-2.4,5.4,-8
3.910000e-02,-90,-2.4,5.6,-8.2
3.911000e-02,-84,-2,5.4,-8.2
3.912000e-02,-84,-2.2,5.4,-8.2
3.913000e-02,-90,-2.2,5.6,-8
3.914000e-02,-84,-2.2,5.4,-7.8
3.915000e-02,-84,-2,5.6,-7.8
3.916000e-02,-84,-2,5.4,-8
3.917000e-02,-84,-2,5.6,-7.8
3.918000e-02,-84,-2,5.8,-8.2
3.919000e-02,-78,-2,5.6,-7.8
3.920000e-02,-78,-2,5.4,-8
3.921000e-02,-78,-2,5.6,-7.8
3.922000e-02,-72,-1.8,5.8,-8.2
3.923000e-02,-78,-2.2,5.8,-7.8
3.924000e-02,-72,-2,5.6,-7.8
3.925000e-02,-72,-2,5.6,-8
3.926000e-02,-78,-2,5.8,-7.8
3.927000e-02,-72,-2,5.6,-7.8
3.928000e-02,-66,-1.8,6,-8
3.929000e-02,-66,-2,5.6,-7.8
3.930000e-02,-66,-1.8,5.8,-7.8
3.931000e-02,-66,-1.8,5.6,-7.8
3.932000e-02,-66,-1.6,5.8,-7.6
3.933000e-02,-66,-1.8,5.6,-7.6
3.934000e-02,-60,-1.6,5.6,-7.8
3.935000e-02,-60,-1.6,5.6,-7.8
3.936000e-02,-60,-1.6,5.8,-8
3.937000e-02,-66,-1.6,5.8,-7.6
3.938000e-02,-60,-1.8,5.8,-7.8
3.939000e-02,-54,-1.6,6,-7.8
3.940000e-02,-54,-1.6,5.8,-7.8
3.941000e-02,-60,-1.4,6,-7.6
3.942000e-02,-60,-1.6,5.8,-7.6
3.943000e-02,-54,-1.4,6,-7.6
3.944000e-02,-48,-1.4,6,-7.6
3.945000e-02,-54,-1.4,6.2,-7.6
3.946000e-02,-54,-1.4,6.2,-7.8
3.947000e-02,-48,-1.4,6,-7.4
3.948000e-02,-48,-1.4,6,-7.6
3.949000e-02,-48,-1.2,6.2,-7.4
3.950000e-02,-42,-1.2,6.2,-7.4
3.951000e-02,-48,-1,6,-7.6
3.952000e-02,-48,-1,6.2,-7.4
3.953000e-02,-48,-1,6.2,-7.6
3.954000e-02,-42,-1,6.4,-7.6
3.955000e-02,-42,-1,6.6,-7.4
3.956000e-02,-48,-1,6.2,-7.4
3.957000e-02,-36,-0.6,6.2,-7.4
3.958000e-02,-42,-1,6.2,-7.4
3.959000e-02,-36,-0.6,6.4,-7.4
3.960000e-02,-36,-0.6,6.4,-7.4
3.961000e-02,-36,-0.8,6.2,-7.6
3.962000e-02,-30,-0.4,6.6,-7.4
3.963000e-02,-42,-0.4,6.4,-7.4
3.964000e-02,-30,-0.4,6.6,-7.4
3.965000e-02,-30,-0.4,6.2,-7.2
3.966000e-02,-24,-0.4,6.6,-7.2
3.967000e-02,-30,-0.4,6.8,-7.2
3.968000e-02,-30,-0.4,6.6,-7.2
3.969000e-02,-30,-0.4,6.6,-7.4
3.970000e-02,-24,-0.2,6.6,-7.2
3.971000e-02,-24,-0.2,6.6,-7
3.972000e-02,-24,-0.2,6.8,-7
3.973000e-02,-18,-0.2,6.8,-7.2
3.974000e-02,-18,0,6.6,-7.2
3.975000e-02,-12,-0.2,6.8,-7
3.976000e-02,-18,0,6.8,-7.2
3.977000e-02,-18,0,7,-7
3.978000e-02,-24,0,7,-7
3.979000e-02,-18,0.2,6.8,-7
3.980000e-02,-12,0,7,-7.2
3.981000e-02,-12,0,6.8,-6.8
3.982000e-02,-12,0.2,7.2,-6.8
3.983000e-02,-12,0.2,7,-6.8
3.984000e-02,-12,0.2,7,-7
3.985000e-02,-6,0.2,7,-7
3.986000e-02,-6,0.2,7.2,-6.8
3.987000e-02,-6,0.2,7,-7
3.988000e-02,-6,0.4,7.2,-6.8
3.989000e-02,0,0.4,7,-6.6
3.990000e-02,0,0.4,7.2,-6.8
3.991000e-02,-6,0.2,7.2,-6.6
3.992000e-02,-6,0.8,7,-6.8
3.993000e-02,0,0.6,7.2,-7
3.994000e-02,0,0.6,7.2,-6.8
3.995000e-02,6,0.6,7.2,-6.6
3.996000e-02,0,0.6,7.4,-6.6
3.997000e-02,0,0.8,7.4,-6.8
3.998000e-02,6,0.6,7.2,-6.6
3.999000e-02,0,0.6,7.2,-6.6
4.000000e-02,6,0.6,7,-6.8
4.001000e-02,6,0.6,7.2,-6.6
4.002000e-02,6,0.4,7.2,-6.6
4.003000e-02,12,0.6,7,-6.4
4.004000e-02,12,0.4,7.2,-6.6
4.005000e-02,12,0.8,7,-6.6
4.006000e-02,12,0.6,7,-6.4
4.007000e-02,12,0.6,7,-6.4
4.008000e-02,18,0.6,7,-6.2
4.009000e-02,12,0.6,6.8,-6.8
4.010000e-02,18,0.4,6.8,-6.4
4.011000e-02,18,0.4,7,-6.4
4.012000e-02,18,0.4,6.8,-6.4
4.013000e-02,24,0.6,6.8,-6.4
4.014000e-02,30,0.4,6.8,-6.4
4.015000e-02,12,0.6,6.8,-6.4
4.016000e-02,24,0.4,6.8,-6.4
4.017000e-02,30,0.4,6.6,-6.4
4.018000e-02,24,0.4,6.6,-6.2
4.019000e-02,24,0.4,6.4,-6.2
4.020000e-02,30,0.4,6.4,-6.2
4.021000e-02,30,0.6,6.4,-6
4.022000e-02,30,0.6,6.4,-6.4
4.023000e-02,30,0.2,6.4,-6
4.024000e-02,30,0.2,6.2,-5.8
4.025000e-02,36,0.2,6.2,-6.2
4.026000e-02,36,0.4,6.4,-6.2
4.027000e-02,36,0.2,6.4,-6
4.028000e-02,42,0.2,6.2,-6
4.029000e-02,36,0.4,6.2,-6.2
4.030000e-02,36,0.4,6.2,-6.2
4.031000e-02,42,0.2,6.2,-6.2
4.032000e-02,42,0.2,6,-6
