Temps(s),U(V),Itot(A),IL(A),IR(A)
3.327000e-02,-270,-2,1.2,-3.4
3.328000e-02,-276,-1.8,1.4,-3.4
3.329000e-02,-276,-2,1,-3.4
3.330000e-02,-276,-2,1.4,-3.4
3.331000e-02,-276,-2.4,1,-3.4
3.332000e-02,-276,-2,1.2,-3.6
3.333000e-02,-282,-1.8,1,-3.4
3.334000e-02,-276,-2.2,1,-3.2
3.335000e-02,-276,-2.2,1,-3.4
3.336000e-02,-276,-2.2,1,-3.6
3.337000e-02,-282,-2.2,1.2,-3.6
3.338000e-02,-282,-2.2,1,-3.6
3.339000e-02,-276,-2.2,1,-3.4
3.340000e-02,-288,-2.2,1,-3.4
3.341000e-02,-282,-2.4,1,-3.4
3.342000e-02,-282,-2.2,0.8,-3.4
3.343000e-02,-282,-2.2,1,-3.4
3.344000e-02,-282,-2.2,1,-3.2
3.345000e-02,-288,-2.2,1,-3.4
3.346000e-02,-282,-2.4,1,-3.6
3.347000e-02,-288,-2.2,1,-3.4
3.348000e-02,-288,-2.4,0.8,-3.2
3.349000e-02,-282,-2.6,1,-3.4
3.350000e-02,-288,-2.6,1,-3.6
3.351000e-02,-294,-2.6,0.8,-3.6
3.352000e-02,-288,-2.4,0.8,-3.4
3.353000e-02,-288,-2.8,0.8,-3.4
3.354000e-02,-288,-2.6,1,-3.6
3.355000e-02,-294,-2.8,0.8,-3.6
3.356000e-02,-282,-2.6,1,-3.6
3.357000e-02,-288,-2.6,0.8,-3.6
3.358000e-02,-294,-2.6,0.6,-3.6
3.359000e-02,-288,-2.6,0.8,-3.6
3.360000e-02,-294,-2.8,0.6,-3.6
3.361000e-02,-294,-2.8,0.8,-3.6
3.362000e-02,-300,-2.8,0.8,-3.8
3.363000e-02,-294,-2.8,0.6,-3.6
3.364000e-02,-294,-2.8,0.8,-3.8
3.365000e-02,-294,-2.8,0.6,-3.6
3.366000e-02,-294,-2.8,0.6,-3.6
3.367000e-02,-294,-3,0.8,-3.8
3.368000e-02,-294,-2.8,0.6,-3.8
3.369000e-02,-288,-3.2,0.8,-3.6
3.370000e-02,-294,-2.8,0.4,-3.8
3.371000e-02,-300,-2.8,0.6,-3.8
3.372000e-02,-300,-2.8,0.6,-3.6
3.373000e-02,-300,-3,0.6,-3.8
3.374000e-02,-300,-3,0.4,-3.8
3.375000e-02,-300,-3,0.2,-3.6
3.376000e-02,-300,-3,0.6,-3.8
3.377000e-02,-294,-3,0.6,-3.6
3.378000e-02,-306,-3.2,0.6,-3.6
3.379000e-02,-300,-3.2,0.6,-3.6
3.380000e-02,-300,-3,0.4,-3.6
3.381000e-02,-300,-3,0.2,-3.6
3.382000e-02,-306,-3.2,0.4,-3.6
3.383000e-02,-294,-3.2,0.4,-3.6
3.384000e-02,-300,-3.4,0.6,-3.8
3.385000e-02,-306,-3.2,0.4,-3.8
3.386000e-02,-300,-3.2,0.4,-3.8
3.387000e-02,-300,-3.2,0.2,-3.6
3.388000e-02,-306,-3,0.4,-3.8
3.389000e-02,-306,-3,0.4,-3.8
3.390000e-02,-306,-3.4,0.2,-3.8
3.391000e-02,-300,-3.4,0.4,-3.6
3.392000e-02,-300,-3.4,0.4,-3.6
3.393000e-02,-306,-3.2,0.2,-4
3.394000e-02,-300,-3.4,0.4,-3.8
3.395000e-02,-306,-3.4,0.4,-4
3.396000e-02,-306,-3.4,0.2,-3.8
3.397000e-02,-306,-3.4,0,-4
3.398000e-02,-312,-3.4,0.4,-3.6
3.399000e-02,-306,-3.2,0.2,-4
3.400000e-02,-306,-3.2,0.2,-4
3.401000e-02,-306,-3.4,0.2,-3.8
3.402000e-02,-306,-3.6,0,-3.8
3.403000e-02,-312,-3.4,0,-3.8
3.404000e-02,-306,-3.6,0.2,-3.8
3.405000e-02,-306,-3.6,0,-3.8
3.406000e-02,-300,-3.8,0,-4
3.407000e-02,-306,-3.6,0,-3.8
3.408000e-02,-312,-3.6,0.2,-3.8
3.409000e-02,-306,-3.6,0.2,-4
3.410000e-02,-312,-3.6,0,-3.8
3.411000e-02,-306,-3.8,0,-4
3.412000e-02,-306,-3.4,0,-3.8
3.413000e-02,-312,-3.6,0.2,-3.8
3.414000e-02,-312,-3.6,0,-3.8
3.415000e-02,-306,-3.8,0,-3.8
3.416000e-02,-306,-3.8,0,-3.8
3.417000e-02,-312,-3.6,0,-3.8
3.418000e-02,-312,-3.8,0,-3.8
3.419000e-02,-312,-3.8,0,-3.8
3.420000e-02,-312,-3.8,0,-3.8
3.421000e-02,-312,-3.8,0,-4
3.422000e-02,-312,-3.8,-0.2,-4
3.423000e-02,-306,-4,0,-3.6
3.424000e-02,-306,-4,0,-3.8
3.425000e-02,-312,-3.8,-0.2,-3.8
3.426000e-02,-312,-4,-0.2,-3.8
3.427000e-02,-306,-4,0,-3.8
3.428000e-02,-312,-4,-0.2,-4
3.429000e-02,-306,-4,-0.2,-3.8
3.430000e-02,-318,-4,-0.2,-4
3.431000e-02,-306,-4,-0.2,-3.8
3.432000e-02,-306,-3.8,-0.2,-4.2
3.433000e-02,-318,-3.8,-0.2,-3.8
3.434000e-02,-306,-4,-0.2,-3.8
3.435000e-02,-312,-4,-0.2,-3.8
3.436000e-02,-312,-4,-0.2,-4
3.437000e-02,-306,-3.8,-0.4,-3.8
3.438000e-02,-306,-4.2,-0.2,-4
3.439000e-02,-306,-4.4,-0.2,-3.8
3.440000e-02,-312,-4,-0.2,-4.2
3.441000e-02,-312,-4.2,-0.2,-4
3.442000e-02,-312,-4,-0.4,-4
3.443000e-02,-312,-4.2,-0.4,-3.8
3.444000e-02,-312,-4.2,-0.4,-3.8
3.445000e-02,-312,-4.2,-0.4,-3.8
3.446000e-02,-318,-4.2,-0.4,-3.8
3.447000e-02,-312,-4.2,-0.4,-3.8
3.448000e-02,-312,-4.4,-0.4,-4
3.449000e-02,-312,-4.2,-0.6,-4
3.450000e-02,-312,-4.2,-0.2,-3.8
3.451000e-02,-312,-4.4,-0.4,-3.8
3.452000e-02,-306,-4.4,-0.2,-4
3.453000e-02,-312,-4.2,-0.4,-3.8
3.454000e-02,-312,-4.6,-0.2,-3.8
3.455000e-02,-312,-4.4,-0.6,-3.8
3.456000e-02,-306,-4.4,-0.4,-3.8
3.457000e-02,-324,-4.6,-0.4,-4
3.458000e-02,-318,-4.4,-0.6,-3.8
3.459000e-02,-306,-4.4,-0.6,-3.6
3.460000e-02,-312,-4.4,-0.6,-3.8
3.461000e-02,-312,-4.4,-0.8,-4.2
3.462000e-02,-306,-4.4,-0.6,-4
3.463000e-02,-324,-4.6,-0.6,-4.2
3.464000e-02,-318,-4.6,-0.6,-3.8
3.465000e-02,-312,-4.4,-0.4,-4
3.466000e-02,-312,-4.4,-0.8,-4
3.467000e-02,-318,-4.4,-0.6,-3.8
3.468000e-02,-306,-4.6,-0.4,-3.8
3.469000e-02,-312,-4.6,-0.8,-3.8
3.470000e-02,-318,-4.8,-0.6,-4
3.471000e-02,-318,-4.6,-0.4,-3.8
3.472000e-02,-312,-4.8,-0.6,-3.8
3.473000e-02,-312,-4.6,-0.8,-4
3.474000e-02,-312,-4.8,-0.6,-4
3.475000e-02,-318,-4.8,-0.6,-3.6
3.476000e-02,-318,-4.8,-0.8,-3.8
3.477000e-02,-312,-4.8,-0.8,-3.8
3.478000e-02,-312,-5,-0.8,-4
3.479000e-02,-306,-4.8,-0.6,-3.8
3.480000e-02,-318,-4.8,-0.8,-3.8
3.481000e-02,-306,-5,-0.8,-4
3.482000e-02,-312,-4.8,-0.8,-3.8
3.483000e-02,-318,-4.8,-0.8,-3.8
3.484000e-02,-318,-4.8,-0.8,-4
3.485000e-02,-312,-4.8,-0.8,-4
3.486000e-02,-318,-4.8,-0.8,-4
3.487000e-02,-318,-4.8,-0.8,-4
3.488000e-02,-312,-4.8,-0.8,-4
3.489000e-02,-318,-5,-0.8,-4
3.490000e-02,-312,-4.8,-0.8,-4
3.491000e-02,-318,-5,-0.8,-3.8
3.492000e-02,-318,-5,-0.8,-3.8
3.493000e-02,-318,-4.8,-1.2,-4
3.494000e-02,-312,-5,-1,-4
3.495000e-02,-312,-5,-1,-3.8
3.496000e-02,-318,-5,-1.2,-3.8
3.497000e-02,-312,-5,-1,-4
3.498000e-02,-312,-5,-1.2,-3.8
3.499000e-02,-312,-5.2,-1,-4
3.500000e-02,-318,-5.2,-1,-3.8
3.501000e-02,-318,-5.2,-0.8,-4
3.502000e-02,-318,-5.2,-1.2,-4
3.503000e-02,-318,-5.2,-1.4,-3.8
3.504000e-02,-318,-5,-1,-3.8
3.505000e-02,-306,-5,-1.2,-4
3.506000e-02,-312,-5.4,-1,-3.8
3.507000e-02,-318,-5,-1.2,-3.8
3.508000e-02,-312,-5.4,-1.2,-3.8
3.509000e-02,-318,-5,-1.2,-4
3.510000e-02,-318,-5.2,-1.4,-4
3.511000e-02,-312,-5.2,-1.4,-4
3.512000e-02,-318,-5.2,-1.2,-3.8
3.513000e-02,-312,-5,-1.4,-4
3.514000e-02,-318,-5.4,-1.2,-3.8
3.515000e-02,-306,-5.4,-1.4,-4
3.516000e-02,-318,-5.6,-1.2,-3.8
3.517000e-02,-318,-5.2,-1.4,-4
3.518000e-02,-318,-5.4,-1.2,-4.2
3.519000e-02,-312,-5.4,-1.6,-3.8
3.520000e-02,-312,-5.4,-1.4,-3.8
3.521000e-02,-312,-5.4,-1.2,-3.6
3.522000e-02,-318,-5.4,-1.6,-4
3.523000e-02,-318,-5.4,-1.4,-4
3.524000e-02,-318,-5.6,-1.4,-4
3.525000e-02,-312,-5.4,-1.6,-4
3.526000e-02,-318,-5.6,-1.6,-3.8
3.527000e-02,-318,-5.6,-1.6,-4
3.528000e-02,-306,-5.4,-1.2,-3.8
3.529000e-02,-318,-5.6,-1.4,-4
3.530000e-02,-312,-5.8,-1.6,-3.8
3.531000e-02,-312,-5.6,-1.2,-4
3.532000e-02,-312,-5.4,-1.6,-3.6
3.533000e-02,-318,-5.6,-1.8,-4
3.534000e-02,-318,-5.6,-1.6,-3.8
3.535000e-02,-312,-5.4,-1.6,-4
3.536000e-02,-312,-5.6,-1.6,-3.8
3.537000e-02,-306,-5.8,-1.6,-3.8
3.538000e-02,-306,-5.6,-1.8,-3.8
3.539000e-02,-318,-5.6,-1.4,-4
3.540000e-02,-312,-5.6,-1.6,-3.8
3.541000e-02,-306,-5.8,-1.6,-3.8
3.542000e-02,-312,-5.6,-2,-3.8
3.543000e-02,-312,-5.6,-1.8,-4
3.544000e-02,-312,-5.6,-1.8,-4
3.545000e-02,-318,-5.6,-1.6,-4
3.546000e-02,-312,-5.8,-1.6,-3.8
3.547000e-02,-318,-5.6,-1.6,-3.8
3.548000e-02,-318,-5.8,-1.8,-4
3.549000e-02,-318,-5.6,-1.8,-4
3.550000e-02,-312,-5.8,-1.8,-4
3.551000e-02,-312,-5.8,-1.8,-3.8
3.552000e-02,-318,-5.8,-2,-3.8
3.553000e-02,-318,-5.8,-2,-4
3.554000e-02,-318,-6,-2,-4
3.555000e-02,-306,-6,-1.8,-4
3.556000e-02,-318,-5.8,-1.8,-4
3.557000e-02,-312,-5.6,-1.8,-3.8
3.558000e-02,-312,-6,-2,-3.8
3.559000e-02,-312,-5.8,-1.8,-3.8
3.560000e-02,-312,-5.8,-2.2,-3.8
3.561000e-02,-318,-6,-2,-4
3.562000e-02,-306,-6,-2,-3.8
3.563000e-02,-312,-5.8,-2,-4
3.564000e-02,-312,-5.8,-2.2,-4
3.565000e-02,-318,-5.8,-2,-3.8
3.566000e-02,-312,-6.2,-2.2,-3.8
3.567000e-02,-306,-6,-2,-3.8
3.568000e-02,-312,-6,-2,-3.8
3.569000e-02,-312,-6,-2.2,-3.8
3.570000e-02,-306,-5.8,-2,-3.6
3.571000e-02,-312,-6.2,-2.2,-4
3.572000e-02,-306,-6,-2,-4
3.573000e-02,-312,-6.2,-2,-3.8
3.574000e-02,-312,-6,-2,-3.8
3.575000e-02,-312,-6.2,-2.4,-3.8
3.576000e-02,-312,-6,-2.2,-3.8
3.577000e-02,-306,-6.2,-2.2,-3.8
3.578000e-02,-306,-6.2,-2.2,-3.8
3.579000e-02,-300,-6,-2.2,-3.8
3.580000e-02,-306,-6.2,-2.2,-3.8
3.581000e-02,-306,-6,-2.4,-4
3.582000e-02,-306,-6.4,-2.2,-3.8
3.583000e-02,-312,-6.2,-2.2,-3.8
3.584000e-02,-306,-6.2,-2.2,-3.6
3.585000e-02,-312,-6.2,-2.2,-3.8
3.586000e-02,-306,-6,-2.4,-3.6
3.587000e-02,-306,-6.2,-2.4,-3.8
3.588000e-02,-306,-6.2,-2.4,-3.6
3.589000e-02,-312,-6.2,-2.4,-3.8
3.590000e-02,-312,-6.2,-2.2,-3.8
3.591000e-02,-306,-6.4,-2.6,-3.8
3.592000e-02,-300,-6.2,-2.4,-3.8
3.593000e-02,-306,-6.2,-2.4,-3.8
3.594000e-02,-306,-6.2,-2.4,-3.6
3.595000e-02,-300,-6.4,-2.6,-3.8
3.596000e-02,-300,-6.2,-2.6,-3.8
3.597000e-02,-306,-6.4,-2.4,-3.6
3.598000e-02,-306,-6.4,-2.4,-3.8
3.599000e-02,-306,-6.2,-2.8,-3.8
3.600000e-02,-300,-6.4,-2.6,-3.8
3.601000e-02,-306,-6.4,-2.6,-3.8
3.602000e-02,-306,-6.4,-2.4,-3.8
3.603000e-02,-294,-6.6,-2.6,-3.6
3.604000e-02,-306,-6.4,-2.6,-3.6
3.605000e-02,-300,-6.4,-2.4,-3.8
3.606000e-02,-300,-6.4,-2.8,-3.6
3.607000e-02,-300,-6.4,-2.6,-3.8
3.608000e-02,-294,-6.4,-2.8,-3.6
3.609000e-02,-294,-6.4,-2.6,-3.8
3.610000e-02,-300,-6.4,-2.6,-3.8
3.611000e-02,-294,-6.4,-2.6,-3.6
3.612000e-02,-294,-6.4,-2.6,-3.6
3.613000e-02,-300,-6.4,-2.8,-3.6
3.614000e-02,-300,-6.4,-2.8,-3.6
3.615000e-02,-300,-6.6,-2.8,-3.6
3.616000e-02,-300,-6.4,-2.8,-3.6
3.617000e-02,-300,-6.4,-2.8,-3.6
3.618000e-02,-294,-6.6,-2.6,-3.8
3.619000e-02,-294,-6.4,-2.8,-3.6
3.620000e-02,-294,-6.4,-2.6,-3.6
3.621000e-02,-294,-6.4,-2.8,-3.8
3.622000e-02,-294,-6.4,-2.8,-3.8
3.623000e-02,-294,-6.4,-2.8,-3.6
3.624000e-02,-288,-6.6,-2.8,-3.6
3.625000e-02,-294,-6.4,-2.8,-3.4
3.626000e-02,-294,-6.4,-2.8,-3.6
3.627000e-02,-300,-6.4,-3,-3.6
3.628000e-02,-288,-6.6,-2.8,-3.6
3.629000e-02,-288,-6.6,-3,-3.6
3.630000e-02,-288,-6.8,-3,-3.6
3.631000e-02,-288,-6.8,-3,-3.6
3.632000e-02,-294,-6.6,-3,-3.6
3.633000e-02,-282,-6.4,-3,-3.4
3.634000e-02,-288,-6.6,-3,-3.6
3.635000e-02,-294,-6.6,-3,-3.6
3.636000e-02,-288,-6.6,-3,-3.6
3.637000e-02,-288,-6.6,-2.8,-3.6
3.638000e-02,-288,-6.6,-3,-3.4
3.639000e-02,-288,-6.6,-3.2,-3.4
3.640000e-02,-282,-6.8,-2.8,-3.6
3.641000e-02,-288,-6.8,-3,-3.4
3.642000e-02,-282,-6.8,-3,-3.6
3.643000e-02,-282,-6.8,-3,-3.6
3.644000e-02,-282,-6.6,-3.2,-3.6
3.645000e-02,-288,-6.8,-3,-3.8
3.646000e-02,-288,-6.6,-3.2,-3.4
3.647000e-02,-288,-6.8,-3,-3.6
3.648000e-02,-282,-7,-3.2,-3.6
3.649000e-02,-282,-6.6,-3.2,-3.4
3.650000e-02,-288,-6.6,-3.2,-3.4
3.651000e-02,-276,-6.8,-3,-3.2
3.652000e-02,-288,-6.8,-3,-3.4
3.653000e-02,-276,-6.6,-3,-3.4
3.654000e-02,-276,-6.6,-3.2,-3.4
3.655000e-02,-276,-7,-3.2,-3.4
3.656000e-02,-282,-6.8,-3.4,-3.4
3.657000e-02,-276,-6.8,-3.2,-3.4
3.658000e-02,-282,-6.8,-3.2,-3.6
3.659000e-02,-276,-6.6,-3.2,-3.4
3.660000e-02,-282,-6.8,-3.2,-3.4
3.661000e-02,-276,-6.8,-3.2,-3.2
3.662000e-02,-276,-6.6,-3.2,-3.4
3.663000e-02,-276,-6.8,-3.4,-3.4
3.664000e-02,-282,-6.8,-3.4,-3.4
3.665000e-02,-270,-6.8,-3.4,-3.4
3.666000e-02,-276,-6.8,-3.4,-3.6
3.667000e-02,-270,-6.6,-3.4,-3.4
3.668000e-02,-276,-6.8,-3.4,-3.4
3.669000e-02,-270,-6.8,-3.4,-3.4
3.670000e-02,-270,-6.8,-3.4,-3.2
3.671000e-02,-276,-6.8,-3.4,-3.2
3.672000e-02,-270,-6.8,-3.6,-3.4
3.673000e-02,-270,-6.8,-3.4,-3.4
3.674000e-02,-270,-6.8,-3.4,-3.4
3.675000e-02,-264,-6.8,-3.4,-3.4
3.676000e-02,-270,-6.8,-3.4,-3.2
3.677000e-02,-264,-7,-3.6,-3.4
3.678000e-02,-264,-6.6,-3.6,-3.4
3.679000e-02,-258,-6.8,-3.8,-3.2
3.680000e-02,-264,-6.8,-3.8,-3.2
3.681000e-02,-264,-7,-3.6,-3.2
3.682000e-02,-258,-7,-3.6,-3.4
3.683000e-02,-258,-6.8,-3.6,-3
3.684000e-02,-258,-7,-3.4,-3.2
3.685000e-02,-258,-6.8,-3.6,-3.2
3.686000e-02,-258,-7,-3.8,-3.2
3.687000e-02,-258,-6.6,-3.6,-3.2
3.688000e-02,-258,-7,-3.6,-3.2
3.689000e-02,-258,-6.8,-3.4,-3.2
3.690000e-02,-252,-6.6,-3.6,-3.2
3.691000e-02,-258,-7,-3.8,-3.2
3.692000e-02,-252,-7.2,-3.6,-3.2
3.693000e-02,-258,-6.8,-3.8,-3
3.694000e-02,-258,-7,-3.8,-3.2
3.695000e-02,-258,-7,-3.8,-3
3.696000e-02,-252,-6.8,-3.8,-3.2
3.697000e-02,-252,-6.8,-3.8,-3.2
3.698000e-02,-252,-7,-4,-3.2
3.699000e-02,-252,-7,-3.6,-3.2
3.700000e-02,-252,-6.8,-3.6,-3.2
3.701000e-02,-252,-7,-3.4,-3.2
3.702000e-02,-246,-6.8,-3.8,-3.2
3.703000e-02,-240,-7,-3.8,-3.2
3.704000e-02,-246,-7,-3.6,-3.2
3.705000e-02,-252,-7,-3.8,-3
3.706000e-02,-252,-6.8,-3.8,-3.2
3.707000e-02,-246,-7,-3.8,-3.2
3.708000e-02,-252,-7,-3.8,-3.2
3.709000e-02,-240,-7,-3.8,-3.2
3.710000e-02,-246,-7,-3.8,-3.2
3.711000e-02,-246,-7,-3.8,-3.2
3.712000e-02,-240,-6.8,-3.8,-3
3.713000e-02,-240,-7,-3.6,-3.2
3.714000e-02,-246,-6.8,-3.8,-3
3.715000e-02,-240,-7,-3.8,-3.2
3.716000e-02,-246,-7,-4,-3
3.717000e-02,-234,-7,-3.8,-3
3.718000e-02,-240,-7,-4,-3.2
3.719000e-02,-240,-7,-3.8,-3
3.720000e-02,-240,-6.8,-4,-3.2
3.721000e-02,-234,-6.8,-3.8,-3
3.722000e-02,-234,-7,-3.6,-3
3.723000e-02,-240,-7,-4,-3
3.724000e-02,-234,-7,-4,-3
3.725000e-02,-240,-7,-3.8,-2.6
3.726000e-02,-234,-7,-3.8,-3
3.727000e-02,-234,-7.2,-3.8,-2.8
3.728000e-02,-240,-7,-3.8,-2.8
3.729000e-02,-234,-6.8,-4.2,-3
3.730000e-02,-234,-7,-4,-2.8
3.731000e-02,-228,-7,-4,-3
3.732000e-02,-228,-7,-4,-3
3.733000e-02,-228,-7,-4,-3
3.734000e-02,-228,-7,-3.8,-3
3.735000e-02,-234,-7,-3.8,-2.8
3.736000e-02,-228,-7,-4,-2.8
3.737000e-02,-222,-6.8,-4.2,-2.8
3.738000e-02,-228,-7.2,-4.2,-3
3.739000e-02,-234,-7,-4.4,-2.8
3.740000e-02,-222,-6.8,-4,-3
3.741000e-02,-222,-6.8,-4,-2.6
3.742000e-02,-222,-7,-4.2,-2.8
3.743000e-02,-216,-7,-4.2,-2.8
3.744000e-02,-228,-7,-4,-2.8
3.745000e-02,-222,-7,-4.2,-2.8
3.746000e-02,-216,-7,-3.8,-3
3.747000e-02,-222,-7,-4.2,-2.8
3.748000e-02,-222,-7,-4.2,-2.8
3.749000e-02,-222,-7,-4.2,-2.8
3.750000e-02,-216,-7,-4.2,-2.8
3.751000e-02,-222,-7,-4,-2.6
3.752000e-02,-222,-6.8,-4.4,-2.8
3.753000e-02,-216,-6.8,-4.2,-2.8
3.754000e-02,-216,-6.8,-4.2,-2.6
3.755000e-02,-210,-6.8,-4.2,-2.6
3.756000e-02,-216,-7,-4.4,-2.8
3.757000e-02,-216,-6.8,-4.2,-2.8
3.758000e-02,-210,-6.8,-4.4,-2.6
3.759000e-02,-204,-6.8,-4.2,-2.8
3.760000e-02,-210,-7,-4.2,-2.8
3.761000e-02,-210,-6.8,-4.4,-2.4
3.762000e-02,-216,-7,-4.4,-2.6
3.763000e-02,-204,-7,-4.2,-2.6
3.764000e-02,-210,-6.8,-4.2,-2.4
3.765000e-02,-210,-6.8,-4.4,-2.6
3.766000e-02,-204,-6.8,-4.2,-2.6
3.767000e-02,-204,-7,-4.4,-2.6
3.768000e-02,-204,-7,-4.2,-2.6
3.769000e-02,-198,-7,-4.4,-2.6
3.770000e-02,-204,-6.8,-4.2,-2.4
3.771000e-02,-204,-6.8,-4.2,-2.4
3.772000e-02,-198,-7,-4.4,-2.4
3.773000e-02,-210,-7,-4.2,-2.4
3.774000e-02,-198,-6.8,-4.4,-2.4
3.775000e-02,-204,-7,-4.2,-2.4
3.776000e-02,-204,-6.8,-4.4,-2.4
3.777000e-02,-198,-6.8,-4.4,-2.6
3.778000e-02,-192,-7,-4.2,-2.6
3.779000e-02,-198,-7,-4.2,-2.4
3.780000e-02,-192,-7,-4.4,-2.6
3.781000e-02,-192,-7,-4.6,-2.4
3.782000e-02,-192,-6.8,-4.6,-2.6
3.783000e-02,-192,-7,-4.2,-2.4
3.784000e-02,-192,-7,-4.4,-2.4
3.785000e-02,-192,-6.8,-4.4,-2.2
3.786000e-02,-192,-7,-4.4,-2.4
3.787000e-02,-192,-6.8,-4.6,-2.4
3.788000e-02,-186,-6.8,-4.4,-2.4
3.789000e-02,-186,-6.8,-4.6,-2.4
3.790000e-02,-192,-6.8,-4.2,-2.4
3.791000e-02,-192,-6.8,-4.6,-2.2
3.792000e-02,-180,-6.8,-4.4,-2.2
3.793000e-02,-186,-6.8,-4.6,-2.4
3.794000e-02,-186,-7,-4.8,-2.4
3.795000e-02,-186,-6.8,-4.6,-2.2
3.796000e-02,-180,-6.8,-4.6,-2.2
3.797000e-02,-180,-6.8,-4.4,-2.4
3.798000e-02,-180,-6.8,-4.6,-2.2
3.799000e-02,-180,-7,-4.6,-2.2
3.800000e-02,-186,-6.8,-4.4,-2.2
3.801000e-02,-186,-7,-4.6,-2.2
3.802000e-02,-180,-7.2,-4.6,-2.2
3.803000e-02,-186,-6.8,-4.6,-2.2
3.804000e-02,-180,-6.8,-4.4,-2.2
3.805000e-02,-174,-7,-4.4,-2.2
3.806000e-02,-174,-6.8,-4.6,-2.2
3.807000e-02,-174,-6.8,-4.6,-2
3.808000e-02,-174,-6.8,-4.6,-2.2
3.809000e-02,-174,-7,-4.4,-2
3.810000e-02,-168,-6.8,-4.6,-1.8
3.811000e-02,-180,-6.8,-4.8,-2.2
3.812000e-02,-174,-6.8,-4.6,-2
3.813000e-02,-168,-6.8,-4.8,-2.2
3.814000e-02,-168,-6.8,-4.6,-2.2
3.815000e-02,-174,-7,-4.6,-2
3.816000e-02,-162,-6.8,-4.6,-2.2
3.817000e-02,-168,-6.8,-4.6,-2
3.818000e-02,-162,-6.8,-4.6,-2
3.819000e-02,-162,-6.8,-4.8,-2
3.820000e-02,-162,-6.8,-4.8,-2
3.821000e-02,-168,-6.6,-4.4,-1.8
3.822000e-02,-162,-6.6,-4.6,-2.2
3.823000e-02,-162,-7,-4.6,-2.2
3.824000e-02,-168,-6.8,-4.8,-2
3.825000e-02,-162,-6.6,-4.6,-1.6
3.826000e-02,-156,-6.6,-4.6,-2
3.827000e-02,-156,-6.6,-4.6,-2
3.828000e-02,-156,-6.8,-4.6,-2
3.829000e-02,-156,-6.8,-4.8,-1.8
3.830000e-02,-156,-6.6,-4.8,-2
3.831000e-02,-150,-6.6,-4.8,-2
3.832000e-02,-150,-6.6,-4.6,-1.6
3.833000e-02,-162,-6.8,-4.8,-1.8
3.834000e-02,-156,-6.6,-4.6,-2
3.835000e-02,-156,-6.6,-4.8,-1.8
3.836000e-02,-156,-6.6,-4.8,-2
3.837000e-02,-144,-6.6,-4.6,-1.8
3.838000e-02,-150,-6.6,-4.6,-2
3.839000e-02,-150,-6.6,-4.8,-2
3.840000e-02,-150,-6.6,-4.8,-1.8
3.841000e-02,-150,-6.6,-4.6,-1.8
3.842000e-02,-144,-6.6,-5,-1.8
3.843000e-02,-150,-6.6,-4.8,-1.8
3.844000e-02,-138,-6.6,-4.8,-1.8
3.845000e-02,-144,-6.4,-4.8,-1.8
3.846000e-02,-138,-6.6,-4.6,-1.8
3.847000e-02,-138,-6.8,-4.6,-1.8
3.848000e-02,-138,-6.6,-4.8,-1.8
3.849000e-02,-138,-6.6,-5,-1.8
3.850000e-02,-138,-6.6,-4.8,-1.8
3.851000e-02,-138,-6.6,-4.8,-1.8
3.852000e-02,-132,-6.4,-4.6,-1.8
3.853000e-02,-138,-6.4,-4.8,-1.6
3.854000e-02,-138,-6.4,-4.8,-1.6
3.855000e-02,-132,-6.6,-4.8,-1.6
3.856000e-02,-132,-6.6,-4.8,-1.6
3.857000e-02,-138,-6.4,-4.8,-1.8
3.858000e-02,-132,-6.4,-5,-1.6
3.859000e-02,-132,-6.6,-4.8,-1.6
3.860000e-02,-126,-6.6,-5,-1.6
3.861000e-02,-132,-6.2,-4.8,-1.6
3.862000e-02,-132,-6.6,-4.8,-1.8
3.863000e-02,-132,-6.4,-4.8,-1.8
3.864000e-02,-126,-6.6,-4.8,-1.4
3.865000e-02,-126,-6.6,-4.8,-1.4
3.866000e-02,-120,-6.4,-4.8,-1.6
3.867000e-02,-132,-6.2,-5,-1.4
3.868000e-02,-120,-6.6,-4.8,-1.6
3.869000e-02,-114,-6.4,-5,-1.6
3.870000e-02,-120,-6.4,-5,-1.4
3.871000e-02,-114,-6.6,-4.8,-1.6
3.872000e-02,-126,-6.6,-5,-1.6
3.873000e-02,-126,-6.4,-5,-1.6
3.874000e-02,-120,-6.2,-5,-1.4
3.875000e-02,-120,-6.4,-4.8,-1.4
3.876000e-02,-114,-6.6,-5,-1.6
3.877000e-02,-120,-6.4,-4.8,-1.2
3.878000e-02,-120,-6.4,-5,-1.4
3.879000e-02,-120,-6.6,-4.8,-1.4
3.880000e-02,-108,-6.6,-5,-1.4
3.881000e-02,-114,-6.6,-4.8,-1.6
3.882000e-02,-114,-6.4,-4.8,-1.4
3.883000e-02,-114,-6.4,-4.8,-1.4
3.884000e-02,-108,-6.4,-5,-1.2
3.885000e-02,-108,-6.2,-4.8,-1.4
3.886000e-02,-108,-6.4,-5,-1.4
3.887000e-02,-108,-6.4,-5,-1.6
3.888000e-02,-114,-6.4,-5,-1.6
3.889000e-02,-102,-6.4,-5,-1.4
3.890000e-02,-108,-6.2,-5,-1.4
3.891000e-02,-102,-6.4,-5,-1.6
3.892000e-02,-96,-6.4,-4.8,-1.4
3.893000e-02,-108,-6.2,-5,-1.4
3.894000e-02,-96,-6.4,-4.8,-1.2
3.895000e-02,-102,-6.4,-5,-1.4
